,AI_result,OP_result,barcode,create_time,el_no
641,1,1,502511,1550244012.7945588,Line2
642,1,1,2513,1550244024.2836914,Line1
643,1,1,502512,1550244027.8010447,Line2
644,1,1,502513,1550244042.8227808,Line2
645,0,0,2514,1550244039.2898476,Line1
646,1,1,502514,1550244057.8437264,Line2
647,1,1,2515,1550244054.2940657,Line1
648,1,1,2516,1550244069.318681,Line1
649,1,1,502515,1550244072.8536065,Line2
650,1,1,502516,1550244087.8618293,Line2
651,0,0,2517,1550244084.3289568,Line1
652,1,1,502517,1550244102.8916664,Line2
653,1,1,2518,1550244099.3410933,Line1
654,1,1,2519,1550244114.342528,Line1
655,1,1,502518,1550244117.8929412,Line2
656,1,1,2520,1550244129.3537247,Line1
657,1,1,502519,1550244132.9031773,Line2
658,1,1,2521,1550244144.3619032,Line1
659,1,1,502520,1550244147.91141,Line2
660,1,1,2522,1550244159.3705885,Line1
661,1,1,502521,1550244162.9191313,Line2
662,1,1,502522,1550244177.9264784,Line2
663,0,0,2523,1550244174.3769515,Line1
664,1,1,502523,1550244192.9310055,Line2
665,1,1,2524,1550244189.3835492,Line1
666,1,1,2525,1550244204.3934045,Line1
667,1,1,502524,1550244207.943838,Line2
668,1,1,2526,1550244219.4014597,Line1
669,1,1,502525,1550244222.9509254,Line2
670,1,1,2527,1550244234.4243014,Line1
671,1,1,502526,1550244237.957276,Line2
672,1,1,2528,1550244249.433091,Line1
673,1,1,502527,1550244252.967909,Line2
674,1,1,2529,1550244264.4590936,Line1
675,1,1,502528,1550244267.97732,Line2
676,0,0,2530,1550244279.480761,Line1
677,0,0,502529,1550244282.9824855,Line2
678,1,1,502530,1550244297.9969583,Line2
679,0,0,2531,1550244294.4810915,Line1
680,1,1,502531,1550244312.9972527,Line2
681,1,1,502532,1550244328.0061707,Line2
682,0,0,2532,1550244309.48868,Line1
683,1,1,2533,1550244324.5034657,Line1
684,1,1,502533,1550244343.0204475,Line2
685,1,1,2534,1550244339.518882,Line1
686,1,1,502534,1550244358.028468,Line2
687,1,1,2535,1550244354.5268016,Line1
688,1,1,2536,1550244369.535014,Line1
689,1,1,502535,1550244373.0368724,Line2
690,1,1,2537,1550244384.5451698,Line1
691,1,1,502536,1550244388.0455706,Line2
692,1,1,2538,1550244399.5523343,Line1
693,1,1,502537,1550244403.069598,Line2
694,1,1,2539,1550244414.5584073,Line1
695,1,1,502538,1550244418.0766623,Line2
696,1,1,2540,1550244429.564317,Line1
697,1,1,502539,1550244433.0825417,Line2
698,1,1,502540,1550244448.0877585,Line2
699,0,0,2541,1550244444.5706015,Line1
700,1,1,502541,1550244463.0928433,Line2
701,1,1,2542,1550244459.5752456,Line1
702,1,1,502542,1550244478.1039443,Line2
703,0,0,2543,1550244474.5857675,Line1
704,1,1,502543,1550244493.11066,Line2
705,1,1,2544,1550244489.592119,Line1
706,1,1,2545,1550244504.5984876,Line1
707,0,0,502544,1550244508.115617,Line2
708,1,1,2546,1550244519.6066327,Line1
709,1,1,502545,1550244523.124239,Line2
710,1,1,2547,1550244534.616296,Line1
711,1,1,502546,1550244538.1323497,Line2
712,1,1,502547,1550244553.1392853,Line2
713,0,0,2548,1550244549.6223557,Line1
714,1,1,502548,1550244568.1453624,Line2
715,1,1,2549,1550244564.6271958,Line1
716,1,1,2550,1550244579.6347766,Line1
717,0,0,502549,1550244583.151814,Line2
718,1,1,2551,1550244594.6414642,Line1
719,1,1,502550,1550244598.1613274,Line2
720,1,1,2552,1550244609.650273,Line1
721,1,1,502551,1550244613.1675515,Line2
722,1,1,2553,1550244624.6564164,Line1
723,1,1,502552,1550244628.173662,Line2
724,1,1,2554,1550244639.6667485,Line1
725,0,0,502553,1550244643.1879265,Line2
726,0,0,2555,1550244654.6758306,Line1
727,0,0,502554,1550244658.2109075,Line2
728,1,1,2556,1550244669.681548,Line1
729,1,1,502555,1550244673.2134104,Line2
730,1,1,2557,1550244684.6889415,Line1
731,1,1,502556,1550244688.221606,Line2
732,1,1,2558,1550244699.6990068,Line1
733,0,0,502557,1550244703.2307389,Line2
734,1,1,2559,1550244714.7052233,Line1
735,1,1,2560,1550244729.711821,Line1
736,0,0,502558,1550244718.2380292,Line2
737,1,1,2561,1550244744.714419,Line1
738,0,0,502559,1550244733.2423131,Line2
739,1,1,502560,1550244748.246094,Line2
740,1,1,502561,1550244763.2551978,Line2
741,0,0,2562,1550244759.7213645,Line1
742,1,1,2563,1550244774.7267904,Line1
743,0,0,502562,1550244778.2553651,Line2
744,1,1,2564,1550244789.7421024,Line1
745,0,0,502563,1550244793.2602854,Line2
746,1,1,2565,1550244804.7504783,Line1
747,1,1,502564,1550244808.2740185,Line2
748,1,1,502565,1550244823.2884638,Line2
749,0,0,2566,1550244819.7568102,Line1
750,1,1,502566,1550244838.292749,Line2
751,1,1,2567,1550244834.760918,Line1
752,1,1,2568,1550244849.7660215,Line1
753,1,1,502567,1550244853.297626,Line2
754,1,1,2569,1550244864.7806063,Line1
755,0,0,502568,1550244868.2979457,Line2
756,1,1,502569,1550244883.3066907,Line2
757,0,0,2570,1550244879.7891245,Line1
758,1,1,502570,1550244898.3114748,Line2
759,1,1,2571,1550244894.794006,Line1
760,1,1,502571,1550244913.3213482,Line2
761,0,0,2572,1550244909.8033342,Line1
762,1,1,502572,1550244928.3285422,Line2
763,1,1,2573,1550244924.8100636,Line1
764,1,1,2574,1550244939.8182876,Line1
765,1,1,502573,1550244943.3343558,Line2
766,1,1,2575,1550244954.8289256,Line1
767,0,0,502574,1550244958.3449616,Line2
768,1,1,2576,1550244969.8348901,Line1
769,1,1,502575,1550244973.3510299,Line2
770,1,1,2577,1550244984.840586,Line1
771,0,0,502576,1550244988.3597806,Line2
772,1,1,2578,1550244999.8510067,Line1
773,1,1,502577,1550245003.3696294,Line2
774,1,1,2579,1550245014.8587995,Line1
775,1,1,502578,1550245018.3748343,Line2
776,1,1,2580,1550245029.8648539,Line1
777,0,0,502579,1550245033.3820922,Line2
778,1,1,502580,1550245048.3831708,Line2
779,0,0,2581,1550245044.8794384,Line1
780,1,1,502581,1550245063.389639,Line2
781,1,1,2582,1550245059.8891263,Line1
782,1,1,2583,1550245074.8973398,Line1
783,1,1,502582,1550245078.4009259,Line2
784,1,1,2584,1550245089.9011505,Line1
785,1,1,502583,1550245093.4037611,Line2
786,1,1,2585,1550245104.9086645,Line1
787,1,1,502584,1550245108.4095278,Line2
788,1,1,2586,1550245119.9153063,Line1
789,1,1,502585,1550245123.4169252,Line2
790,1,1,502586,1550245138.4267206,Line2
791,0,0,2587,1550245134.9240904,Line1
792,1,1,502587,1550245153.4320896,Line2
793,1,1,2588,1550245149.9315648,Line1
794,1,1,2589,1550245164.9377666,Line1
795,1,1,502588,1550245168.4394896,Line2
796,1,1,2590,1550245179.9461477,Line1
797,1,1,502589,1550245183.4474924,Line2
798,1,1,2591,1550245194.9531946,Line1
799,1,1,502590,1550245198.4557626,Line2
800,1,1,2592,1550245209.9635923,Line1
801,1,1,502591,1550245213.4639456,Line2
802,1,1,502592,1550245228.474542,Line2
803,0,0,2593,1550245224.9729395,Line1
804,1,1,502593,1550245243.4779866,Line2
805,1,1,2594,1550245239.9775202,Line1
806,1,1,2595,1550245254.9847288,Line1
807,1,1,502594,1550245258.487288,Line2
808,1,1,502595,1550245273.501738,Line2
809,0,0,2596,1550245269.98473,Line1
810,0,0,502596,1550245288.5228298,Line2
811,0,0,2597,1550245284.9897625,Line1
812,1,1,502597,1550245303.5337002,Line2
813,1,1,502598,1550245318.5453403,Line2
814,0,0,2598,1550245299.9975612,Line1
815,1,1,2599,1550245314.998042,Line1
816,1,1,502599,1550245333.551492,Line2
817,1,1,2600,1550245330.0041254,Line1
818,1,1,502600,1550245348.5616262,Line2
819,1,1,2601,1550245345.013208,Line1
820,1,1,2602,1550245360.01885,Line1
821,1,1,502601,1550245363.5661285,Line2
822,1,1,2603,1550245375.024093,Line1
823,1,1,502602,1550245378.573677,Line2
824,1,1,2604,1550245390.032176,Line1
825,1,1,502603,1550245393.5808485,Line2
826,1,1,2605,1550245405.042446,Line1
827,1,1,502604,1550245408.589703,Line2
828,1,1,2606,1550245420.0484633,Line1
829,1,1,502605,1550245423.5970209,Line2
830,1,1,2607,1550245435.0587862,Line1
831,1,1,502606,1550245438.609126,Line2
832,0,0,2608,1550245450.0600011,Line1
833,0,0,502607,1550245453.6242085,Line2
834,1,1,2609,1550245465.062485,Line1
835,1,1,2610,1550245480.067552,Line1
836,0,0,502608,1550245468.627897,Line2
837,1,1,502609,1550245483.6326761,Line2
838,1,1,2611,1550245495.0788245,Line1
839,1,1,2612,1550245510.085052,Line1
840,0,0,502610,1550245498.644041,Line2
841,1,1,502611,1550245513.6488655,Line2
842,1,1,2613,1550245525.0851038,Line1
843,1,1,502612,1550245528.650215,Line2
844,1,1,2614,1550245540.0920997,Line1
845,0,0,502613,1550245543.6572573,Line2
846,1,1,2615,1550245555.09911,Line1
847,1,1,502614,1550245558.6643631,Line2
848,1,1,2616,1550245570.1077933,Line1
849,0,0,502615,1550245573.671912,Line2
850,1,1,502616,1550245588.6860864,Line2
851,0,0,2617,1550245585.1171072,Line1
852,1,1,502617,1550245603.6887486,Line2
853,1,1,2618,1550245600.1248593,Line1
854,1,1,502618,1550245618.694232,Line2
855,0,0,2619,1550245615.1301103,Line1
856,1,1,502619,1550245633.7029822,Line2
857,1,1,2620,1550245630.1376393,Line1
858,1,1,502620,1550245648.7108142,Line2
859,0,0,2621,1550245645.1458237,Line1
860,1,1,502621,1550245663.7186575,Line2
861,1,1,2622,1550245660.1542902,Line1
862,1,1,2623,1550245675.1641915,Line1
863,1,1,502622,1550245678.7303672,Line2
864,1,1,2624,1550245690.174472,Line1
865,1,1,502623,1550245693.73964,Line2
866,1,1,2625,1550245705.1808019,Line1
867,1,1,502624,1550245708.745859,Line2
868,1,1,2626,1550245720.1939592,Line1
869,1,1,502625,1550245723.759143,Line2
870,1,1,2627,1550245735.202287,Line1
871,1,1,502626,1550245738.766422,Line2
872,1,1,2628,1550245750.2092016,Line1
873,1,1,502627,1550245753.7732594,Line2
874,0,0,2629,1550245765.2150667,Line1
875,0,0,502628,1550245768.7792006,Line2
876,1,1,2630,1550245780.2186966,Line1
877,0,0,502629,1550245783.7822888,Line2
878,0,0,2631,1550245795.22336,Line1
879,1,1,502630,1550245798.7874246,Line2
880,1,1,502631,1550245813.7877433,Line2
881,1,1,502632,1550245828.79692,Line2
882,0,0,2632,1550245810.2246788,Line1
883,1,1,2633,1550245825.232865,Line1
884,1,1,502633,1550245843.7992525,Line2
885,1,1,2634,1550245840.234084,Line1
886,1,1,502634,1550245858.8083148,Line2
887,0,0,2635,1550245855.2440941,Line1
888,1,1,502635,1550245873.8131373,Line2
889,1,1,502636,1550245888.8174634,Line2
890,0,0,2636,1550245870.2514744,Line1
891,1,1,2637,1550245885.2531815,Line1
892,1,1,502637,1550245903.8298237,Line2
893,1,1,2638,1550245900.264739,Line1
894,1,1,502638,1550245918.838082,Line2
895,0,0,2639,1550245915.2729957,Line1
896,1,1,502639,1550245933.8429453,Line2
897,1,1,2640,1550245930.280142,Line1
898,1,1,502640,1550245948.8580215,Line2
899,1,1,2641,1550245945.2920158,Line1
900,1,1,502641,1550245963.8654015,Line2
901,0,0,2642,1550245960.3002768,Line1
902,1,1,502642,1550245978.8750982,Line2
903,1,1,2643,1550245975.3106503,Line1
904,0,0,2644,1550245990.3247023,Line1
905,0,0,502643,1550245993.889768,Line2
906,1,1,2645,1550246005.3251047,Line1
907,1,1,502644,1550246008.9008949,Line2
908,1,1,2646,1550246020.3386297,Line1
909,1,1,502645,1550246023.9029226,Line2
910,1,1,502646,1550246038.9119513,Line2
911,0,0,2647,1550246035.3466997,Line1
912,1,1,502647,1550246053.9190917,Line2
913,1,1,2648,1550246050.3521018,Line1
914,1,1,2649,1550246065.3631282,Line1
915,1,1,502648,1550246068.9272695,Line2
916,1,1,2650,1550246080.3728125,Line1
917,1,1,502649,1550246083.9380264,Line2
918,1,1,502650,1550246098.9460733,Line2
919,0,0,2651,1550246095.3809807,Line1
920,1,1,2652,1550246110.3868067,Line1
921,0,0,502651,1550246113.9521048,Line2
922,1,1,2653,1550246125.3957145,Line1
923,1,1,502652,1550246128.9606807,Line2
924,1,1,2654,1550246140.403085,Line1
925,1,1,502653,1550246143.96717,Line2
926,1,1,2655,1550246155.4104915,Line1
927,1,1,502654,1550246158.974687,Line2
928,1,1,2656,1550246170.4171746,Line1
929,1,1,502655,1550246173.9822836,Line2
930,0,0,2657,1550246185.425283,Line1
931,0,0,502656,1550246188.989383,Line2
932,1,1,2658,1550246200.4307392,Line1
933,1,1,502657,1550246203.9980159,Line2
934,1,1,2659,1550246215.4411995,Line1
935,1,1,502658,1550246219.0062838,Line2
936,1,1,2660,1550246230.4490485,Line1
937,1,1,502659,1550246234.0141606,Line2
938,1,1,2661,1550246245.456433,Line1
939,0,0,502660,1550246249.020611,Line2
940,1,1,2662,1550246260.4631937,Line1
941,0,0,502661,1550246264.028489,Line2
942,1,1,502662,1550246279.0332108,Line2
943,0,0,2663,1550246275.4697354,Line1
944,1,1,502663,1550246294.0386903,Line2
945,0,0,2664,1550246290.4742293,Line1
946,1,1,502664,1550246309.0443528,Line2
947,1,1,2665,1550246305.4805043,Line1
948,1,1,502665,1550246324.0519004,Line2
949,1,1,2666,1550246320.486799,Line1
950,1,1,502666,1550246339.0609686,Line2
951,0,0,2667,1550246335.4958777,Line1
952,1,1,502667,1550246354.0614913,Line2
953,1,1,2668,1550246350.497056,Line1
954,1,1,2669,1550246365.5058718,Line1
955,1,1,502668,1550246369.0699618,Line2
956,1,1,2670,1550246380.5150807,Line1
957,1,1,502669,1550246384.0801814,Line2
958,1,1,502670,1550246399.0912058,Line2
959,0,0,2671,1550246395.5270383,Line1
960,1,1,502671,1550246414.0926988,Line2
961,0,0,2672,1550246410.5283027,Line1
962,1,1,502672,1550246429.0991845,Line2
963,1,1,2673,1550246425.5361388,Line1
964,1,1,2674,1550246440.550095,Line1
965,1,1,2675,1550246455.557653,Line1
966,0,0,502673,1550246444.0996192,Line2
967,1,1,502674,1550246459.107041,Line2
968,1,1,2676,1550246470.56151,Line1
969,1,1,502675,1550246474.1101148,Line2
970,1,1,2677,1550246485.5647204,Line1
971,1,1,502676,1550246489.1152568,Line2
972,1,1,2678,1550246500.571929,Line1
973,1,1,502677,1550246504.1204865,Line2
974,1,1,2679,1550246515.5779858,Line1
975,1,1,502678,1550246519.1284363,Line2
976,1,1,2680,1550246530.5837934,Line1
977,1,1,502679,1550246534.1332304,Line2
978,1,1,2681,1550246545.5930815,Line1
979,1,1,502680,1550246549.1415598,Line2
980,1,1,2682,1550246560.5995696,Line1
981,1,1,502681,1550246564.149109,Line2
982,1,1,2683,1550246575.6108005,Line1
983,1,1,502682,1550246579.1580358,Line2
984,1,1,2684,1550246590.6169398,Line1
985,0,0,502683,1550246594.1664984,Line2
986,1,1,502684,1550246609.1727884,Line2
987,0,0,2685,1550246605.6239655,Line1
988,1,1,502685,1550246624.1880062,Line2
989,1,1,2686,1550246620.652658,Line1
990,1,1,2687,1550246635.677689,Line1
991,1,1,502686,1550246639.194685,Line2
992,1,1,2688,1550246650.6856606,Line1
993,1,1,502687,1550246654.20385,Line2
994,1,1,2689,1550246665.6904938,Line1
995,0,0,502688,1550246669.207574,Line2
996,1,1,2690,1550246680.6920083,Line1
997,1,1,502689,1550246684.2092214,Line2
998,1,1,2691,1550246695.7161005,Line1
999,1,1,502690,1550246699.2186422,Line2
1000,1,1,2692,1550246710.729633,Line1
1001,0,0,502691,1550246714.2332506,Line2
1002,1,1,2693,1550246725.7372556,Line1
1003,0,0,502692,1550246729.2477617,Line2
1004,1,1,2694,1550246740.751337,Line1
1005,1,1,502693,1550246744.25195,Line2
1006,1,1,2695,1550246755.7594419,Line1
1007,0,0,502694,1550246759.2622206,Line2
1008,0,0,2696,1550246770.7658973,Line1
1009,0,0,502695,1550246774.2677207,Line2
1010,1,1,2697,1550246785.7703707,Line1
1011,1,1,502696,1550246789.2709074,Line2
1012,1,1,2698,1550246800.7798321,Line1
1013,1,1,502697,1550246804.2854936,Line2
1014,1,1,2699,1550246815.7908368,Line1
1015,1,1,502698,1550246819.2924135,Line2
1016,1,1,2700,1550246830.7991343,Line1
1017,1,1,502699,1550246834.3005164,Line2
1018,1,1,502700,1550246849.3083208,Line2
1019,0,0,2701,1550246845.8061166,Line1
1020,1,1,502701,1550246864.3126745,Line2
1021,1,1,2702,1550246860.81114,Line1
1022,1,1,2703,1550246875.81847,Line1
1023,0,0,502702,1550246879.3211937,Line2
1024,1,1,2704,1550246890.825225,Line1
1025,1,1,502703,1550246894.332692,Line2
1026,1,1,2705,1550246905.837512,Line1
1027,1,1,502704,1550246909.356691,Line2
1028,1,1,2706,1550246920.848745,Line1
1029,1,1,502705,1550246924.3657181,Line2
1030,1,1,2707,1550246935.8901048,Line1
1031,1,1,502706,1550246939.3716538,Line2
1032,1,1,502707,1550246954.3788033,Line2
1033,0,0,2708,1550246950.8940353,Line1
1034,1,1,502708,1550246969.380291,Line2
1035,0,0,2709,1550246965.8956153,Line1
1036,1,1,502709,1550246984.3942814,Line2
1037,1,1,2710,1550246980.900684,Line1
1038,1,1,502710,1550246999.399946,Line2
1039,1,1,2711,1550246995.9129212,Line1
1040,1,1,2712,1550247010.922251,Line1
1041,1,1,502711,1550247014.4080172,Line2
1042,1,1,2713,1550247025.929415,Line1
1043,1,1,502712,1550247029.4162767,Line2
1044,1,1,2714,1550247040.9376502,Line1
1045,1,1,502713,1550247044.423354,Line2
1046,1,1,502714,1550247059.4336307,Line2
1047,0,0,2715,1550247055.9456758,Line1
1048,0,0,2716,1550247070.970495,Line1
1049,0,0,502715,1550247074.4482665,Line2
1050,1,1,502716,1550247089.452236,Line2
1051,0,0,2717,1550247085.9830084,Line1
1052,1,1,502717,1550247104.455711,Line2
1053,1,1,2718,1550247100.9863186,Line1
1054,1,1,502718,1550247119.4601939,Line2
1055,1,1,2719,1550247115.9922519,Line1
1056,1,1,502719,1550247134.4714713,Line2
1057,1,1,2720,1550247131.0022962,Line1
1058,1,1,2721,1550247146.008599,Line1
1059,1,1,502720,1550247149.4800153,Line2
1060,1,1,2722,1550247161.018061,Line1
1061,1,1,502721,1550247164.4872377,Line2
1062,1,1,2723,1550247176.0276952,Line1
1063,1,1,502722,1550247179.500141,Line2
1064,1,1,2724,1550247191.0370913,Line1
1065,1,1,502723,1550247194.5062327,Line2
1066,1,1,2725,1550247206.0589566,Line1
1067,1,1,502724,1550247209.513762,Line2
1068,1,1,2726,1550247221.061028,Line1
1069,1,1,502725,1550247224.5167816,Line2
1070,1,1,502726,1550247239.5240972,Line2
1071,0,0,2727,1550247236.0703895,Line1
1072,1,1,502727,1550247254.5281303,Line2
1073,0,0,2728,1550247251.0731542,Line1
1074,1,1,502728,1550247269.5406148,Line2
1075,1,1,2729,1550247266.0877345,Line1
1076,1,1,502729,1550247284.5500922,Line2
1077,1,1,2730,1550247281.0953603,Line1
1078,1,1,2731,1550247296.1028118,Line1
1079,1,1,502730,1550247299.5563843,Line2
1080,1,1,2732,1550247311.1164021,Line1
1081,0,0,502731,1550247314.571162,Line2
1082,1,1,2733,1550247326.138113,Line1
1083,1,1,502732,1550247329.5762324,Line2
1084,1,1,2734,1550247341.1465368,Line1
1085,1,1,502733,1550247344.5865996,Line2
1086,1,1,2735,1550247356.1614294,Line1
1087,1,1,502734,1550247359.6005185,Line2
1088,1,1,502735,1550247374.6096973,Line2
1089,0,0,2736,1550247371.1852083,Line1
1090,1,1,502736,1550247389.6163454,Line2
1091,1,1,2737,1550247386.1925824,Line1
1092,1,1,2738,1550247401.203735,Line1
1093,1,1,502737,1550247404.628235,Line2
1094,1,1,2739,1550247416.2100122,Line1
1095,1,1,502738,1550247419.6345375,Line2
1096,0,0,2740,1550247431.2180984,Line1
1097,0,0,502739,1550247434.6416004,Line2
1098,1,1,502740,1550247449.6540382,Line2
1099,0,0,2741,1550247446.2260306,Line1
1100,1,1,502741,1550247464.658312,Line2
1101,1,1,2742,1550247461.2358081,Line1
1102,1,1,2743,1550247476.2570102,Line1
1103,0,0,502742,1550247479.6650176,Line2
1104,1,1,2744,1550247491.25878,Line1
1105,1,1,502743,1550247494.6666245,Line2
1106,1,1,2745,1550247506.2662306,Line1
1107,0,0,502744,1550247509.6740842,Line2
1108,1,1,502745,1550247524.680137,Line2
1109,0,0,2746,1550247521.2709644,Line1
1110,1,1,502746,1550247539.6836832,Line2
1111,0,0,2747,1550247536.2768097,Line1
1112,1,1,502747,1550247554.684995,Line2
1113,1,1,2748,1550247551.281005,Line1
1114,1,1,502748,1550247569.691749,Line2
1115,1,1,2749,1550247566.2836788,Line1
1116,1,1,2750,1550247581.287979,Line1
1117,0,0,502749,1550247584.6959288,Line2
1118,1,1,2751,1550247596.2943192,Line1
1119,1,1,502750,1550247599.7181537,Line2
1120,1,1,2752,1550247611.3187146,Line1
1121,1,1,502751,1550247614.7275665,Line2
1122,1,1,502752,1550247629.7355628,Line2
1123,0,0,2753,1550247626.32576,Line1
1124,1,1,502753,1550247644.7493374,Line2
1125,1,1,2754,1550247641.3412037,Line1
1126,1,1,2755,1550247656.3487818,Line1
1127,1,1,502754,1550247659.7567313,Line2
1128,1,1,2756,1550247671.356773,Line1
1129,1,1,502755,1550247674.7646117,Line2
1130,1,1,2757,1550247686.363002,Line1
1131,1,1,502756,1550247689.7709415,Line2
1132,1,1,2758,1550247701.3711536,Line1
1133,1,1,502757,1550247704.78106,Line2
1134,1,1,2759,1550247716.3719127,Line1
1135,1,1,502758,1550247719.7964032,Line2
1136,1,1,2760,1550247731.3789904,Line1
1137,1,1,502759,1550247734.8025918,Line2
1138,1,1,2761,1550247746.3873026,Line1
1139,1,1,502760,1550247749.811857,Line2
1140,1,1,2762,1550247761.396204,Line1
1141,1,1,502761,1550247764.8198788,Line2
1142,1,1,2763,1550247776.4045656,Line1
1143,1,1,502762,1550247779.830116,Line2
1144,1,1,502763,1550247794.8371272,Line2
1145,0,0,2764,1550247791.4125862,Line1
1146,1,1,502764,1550247809.8418372,Line2
1147,1,1,2765,1550247806.42768,Line1
1148,1,1,2766,1550247821.443192,Line1
1149,1,1,502765,1550247824.8511465,Line2
1150,1,1,2767,1550247836.4502885,Line1
1151,1,1,502766,1550247839.8582022,Line2
1152,1,1,2768,1550247851.4569132,Line1
1153,1,1,502767,1550247854.8698268,Line2
1154,1,1,2769,1550247866.4655228,Line1
1155,1,1,502768,1550247869.874418,Line2
1156,1,1,2770,1550247881.4748387,Line1
1157,1,1,502769,1550247884.8837154,Line2
1158,1,1,2771,1550247896.4802096,Line1
1159,1,1,502770,1550247899.893784,Line2
1160,1,1,502771,1550247914.9006774,Line2
